model,macro_f1_mean,macro_f1_std,balanced_acc_mean,balanced_acc_std,precision_macro_mean,precision_macro_std,recall_macro_mean,recall_macro_std,fit_time_mean
rf_default,0.4983844095411268,0.0027287456745028345,0.5121652564554433,0.0031396491776646807,0.6117664256143611,0.02107212471739036,0.5121652564554433,0.0031396491776646807,12.316096544265747
logreg_default,0.45566870352220856,0.0038509352380258423,0.4749435409492825,0.0033408906236829902,0.5627428985735159,0.05940495361414191,0.4749435409492825,0.0033408906236829902,15.534321403503418
